mapFile,iterations,instructionCount
glider-10-10.json,326,17835337
glider-10-10.json,327,17890035
glider-10-10.json,328,17944733
glider-10-10.json,329,17999431
glider-10-10.json,330,18054129
glider-10-10.json,331,18108827
glider-10-10.json,332,18163525
glider-10-10.json,333,18218223
glider-10-10.json,334,18272921
glider-10-10.json,335,18327619
glider-10-10.json,336,18382317
glider-10-10.json,337,18437015
glider-10-10.json,338,18491713
glider-10-10.json,339,18546411
glider-10-10.json,340,18601109
glider-10-10.json,341,18655807
glider-10-10.json,342,18710505
glider-10-10.json,343,18765203
glider-10-10.json,344,18819901
glider-10-10.json,345,18874599
glider-10-10.json,346,18929297
glider-10-10.json,347,18983995
glider-10-10.json,348,19038693
glider-10-10.json,349,19093391
glider-10-10.json,350,19148089
glider-10-10.json,351,19202787
glider-10-10.json,352,19257485
glider-10-10.json,353,19312183
glider-10-10.json,354,19366881
glider-10-10.json,355,19421579
glider-10-10.json,356,19476277
glider-10-10.json,357,19530975
glider-10-10.json,358,19585673
glider-10-10.json,359,19640371
glider-10-10.json,360,19695069
glider-10-10.json,361,19749767
glider-10-10.json,362,19804465
glider-10-10.json,363,19859163
glider-10-10.json,364,19913861
glider-10-10.json,365,19968559
glider-10-10.json,366,20023257
glider-10-10.json,367,20077955
glider-10-10.json,368,20132653
glider-10-10.json,369,20187351
glider-10-10.json,370,20242049
glider-10-10.json,371,20296747
glider-10-10.json,372,20351445
glider-10-10.json,373,20406143
glider-10-10.json,374,20460841
glider-10-10.json,375,20515539
glider-10-10.json,376,20570237
glider-10-10.json,377,20624935
glider-10-10.json,378,20679633
glider-10-10.json,379,20734331
glider-10-10.json,380,20789029
glider-10-10.json,381,20843727
glider-10-10.json,382,20898425
glider-10-10.json,383,20953123
glider-10-10.json,384,21007821
glider-10-10.json,385,21062519
glider-10-10.json,386,21117217
glider-10-10.json,387,21171915
glider-10-10.json,388,21226613
glider-10-10.json,389,21281311
glider-10-10.json,390,21336009
glider-10-10.json,391,21390707
glider-10-10.json,392,21445405
glider-10-10.json,393,21500103
glider-10-10.json,394,21554801
glider-10-10.json,395,21609499
glider-10-10.json,396,21664197
glider-10-10.json,397,21718895
glider-10-10.json,398,21773593
glider-10-10.json,399,21828291
glider-10-10.json,400,21882989
glider-10-10.json,401,21937687
glider-10-10.json,402,21992385
glider-10-10.json,403,22047083
glider-10-10.json,404,22101781
glider-10-10.json,405,22156479
glider-10-10.json,406,22211177
glider-10-10.json,407,22265875
glider-10-10.json,408,22320573
glider-10-10.json,409,22375271
glider-10-10.json,410,22429969
glider-10-10.json,411,22484667
glider-10-10.json,412,22539365
glider-10-10.json,413,22594063
glider-10-10.json,414,22648761
glider-10-10.json,415,22703459
glider-10-10.json,416,22758157
glider-10-10.json,417,22812855
glider-10-10.json,418,22867553
glider-10-10.json,419,22922251
glider-10-10.json,420,22976949
glider-10-10.json,421,23031647
glider-10-10.json,422,23086345
glider-10-10.json,423,23141043
glider-10-10.json,424,23195741
glider-10-10.json,425,23250439
glider-10-10.json,426,23305137
glider-10-10.json,427,23359835
glider-10-10.json,428,23414533
glider-10-10.json,429,23469231
glider-10-10.json,430,23523929
glider-10-10.json,431,23578627
glider-10-10.json,432,23633325
glider-10-10.json,433,23688023
glider-10-10.json,434,23742721
glider-10-10.json,435,23797419
glider-10-10.json,436,23852117
glider-10-10.json,437,23906815
glider-10-10.json,438,23961513
glider-10-10.json,439,24016211
glider-10-10.json,440,24070909
glider-10-10.json,441,24125607
glider-10-10.json,442,24180305
glider-10-10.json,443,24235003
glider-10-10.json,444,24289701
glider-10-10.json,445,24344399
glider-10-10.json,446,24399097
glider-10-10.json,447,24453795
glider-10-10.json,448,24508493
glider-10-10.json,449,24563191
glider-10-10.json,450,24617889
glider-10-10.json,451,24672587
glider-10-10.json,452,24727285
glider-10-10.json,453,24781983
glider-10-10.json,454,24836681
glider-10-10.json,455,24891379
glider-10-10.json,456,24946077
glider-10-10.json,457,25000775
glider-10-10.json,458,25055473
glider-10-10.json,459,25110171
glider-10-10.json,460,25164869
glider-10-10.json,461,25219567
glider-10-10.json,462,25274265
glider-10-10.json,463,25328963
glider-10-10.json,464,25383661
glider-10-10.json,465,25438359
glider-10-10.json,466,25493057
glider-10-10.json,467,25547755
glider-10-10.json,468,25602453
glider-10-10.json,469,25657151
glider-10-10.json,470,25711849
glider-10-10.json,471,25766547
glider-10-10.json,472,25821245
glider-10-10.json,473,25875943
glider-10-10.json,474,25930641
glider-10-10.json,475,25985339
glider-10-10.json,476,26040037
glider-10-10.json,477,26094735
glider-10-10.json,478,26149433
glider-10-10.json,479,26204131
glider-10-10.json,480,26258829
glider-10-10.json,481,26313527
glider-10-10.json,482,26368225
glider-10-10.json,483,26422923
glider-10-10.json,484,26477621
glider-10-10.json,485,26532319
glider-10-10.json,486,26587017
glider-10-10.json,487,26641715
glider-10-10.json,488,26696413
glider-10-10.json,489,26751111
glider-10-10.json,490,26805809
glider-10-10.json,491,26860507
glider-10-10.json,492,26915205
glider-10-10.json,493,26969903
glider-10-10.json,494,27024601
glider-10-10.json,495,27079299
glider-10-10.json,496,27133997
glider-10-10.json,497,27188695
glider-10-10.json,498,27243393
glider-10-10.json,499,27298091
glider-10-10.json,500,27352789
glider-10-10.json,501,27407487
glider-10-10.json,502,27462185
glider-10-10.json,503,27516883
glider-10-10.json,504,27571581
glider-10-10.json,505,27626279
glider-10-10.json,506,27680977
glider-10-10.json,507,27735675
glider-10-10.json,508,27790373
glider-10-10.json,509,27845071
glider-10-10.json,510,27899769
glider-10-10.json,511,27954467
glider-10-10.json,512,28009165
glider-10-10.json,513,28063863
glider-10-10.json,514,28118561
glider-10-10.json,515,28173259
glider-10-10.json,516,28227957
glider-10-10.json,517,28282655
glider-10-10.json,518,28337353
glider-10-10.json,519,28392051
glider-10-10.json,520,28446749
glider-10-10.json,521,28501447
glider-10-10.json,522,28556145
glider-10-10.json,523,28610843
glider-10-10.json,524,28665541
glider-10-10.json,525,28720239
glider-10-10.json,526,28774937
glider-10-10.json,527,28829635
glider-10-10.json,528,28884333
glider-10-10.json,529,28939031
glider-10-10.json,530,28993729
glider-10-10.json,531,29048427
glider-10-10.json,532,29103125
glider-10-10.json,533,29157823
glider-10-10.json,534,29212521
glider-10-10.json,535,29267219
glider-10-10.json,536,29321917
glider-10-10.json,537,29376615
glider-10-10.json,538,29431313
glider-10-10.json,539,29486011
glider-10-10.json,540,29540709
glider-10-10.json,541,29595407
glider-10-10.json,542,29650105
glider-10-10.json,543,29704803
glider-10-10.json,544,29759501
glider-10-10.json,545,29814199
glider-10-10.json,546,29868897
glider-10-10.json,547,29923595
glider-10-10.json,548,29978293
glider-10-10.json,549,30032991
glider-10-10.json,550,30087689
glider-10-10.json,551,30142387
glider-10-10.json,552,30197085
glider-10-10.json,553,30251783
glider-10-10.json,554,30306481
glider-10-10.json,555,30361179
glider-10-10.json,556,30415877
glider-10-10.json,557,30470575
glider-10-10.json,558,30525273
glider-10-10.json,559,30579971
glider-10-10.json,560,30634669
glider-10-10.json,561,30689367
glider-10-10.json,562,30744065
glider-10-10.json,563,30798763
glider-10-10.json,564,30853461
glider-10-10.json,565,30908159
glider-10-10.json,566,30962857
glider-10-10.json,567,31017555
glider-10-10.json,568,31072253
glider-10-10.json,569,31126951
glider-10-10.json,570,31181649
glider-10-10.json,571,31236347
glider-10-10.json,572,31291045
glider-10-10.json,573,31345743
glider-10-10.json,574,31400441
glider-10-10.json,575,31455139
glider-10-10.json,576,31509837
glider-10-10.json,577,31564535
glider-10-10.json,578,31619233
glider-10-10.json,579,31673931
glider-10-10.json,580,31728629
glider-10-10.json,581,31783327
glider-10-10.json,582,31838025
glider-10-10.json,583,31892723
glider-10-10.json,584,31947421
glider-10-10.json,585,32002119
glider-10-10.json,586,32056817
glider-10-10.json,587,32111515
glider-10-10.json,588,32166213
glider-10-10.json,589,32220911
glider-10-10.json,590,32275609
glider-10-10.json,591,32330307
glider-10-10.json,592,32385005
glider-10-10.json,593,32439703
glider-10-10.json,594,32494401
glider-10-10.json,595,32549099
glider-10-10.json,596,32603797
glider-10-10.json,597,32658495
glider-10-10.json,598,32713193
glider-10-10.json,599,32767891
glider-10-10.json,600,32822589
glider-10-10.json,601,32877287
glider-10-10.json,602,32931985
glider-10-10.json,603,32986683
glider-10-10.json,604,33041381
glider-10-10.json,605,33096079
glider-10-10.json,606,33150777
glider-10-10.json,607,33205475
glider-10-10.json,608,33260173
glider-10-10.json,609,33314871
glider-10-10.json,610,33369569
glider-10-10.json,611,33424267
glider-10-10.json,612,33478965
glider-10-10.json,613,33533663
glider-10-10.json,614,33588361
glider-10-10.json,615,33643059
glider-10-10.json,616,33697757
glider-10-10.json,617,33752455
glider-10-10.json,618,33807153
glider-10-10.json,619,33861851
glider-10-10.json,620,33916549
glider-10-10.json,621,33971247
glider-10-10.json,622,34025945
glider-10-10.json,623,34080643
glider-10-10.json,624,34135341
glider-10-10.json,625,34190039
glider-10-10.json,626,34244737
glider-10-10.json,627,34299435
glider-10-10.json,628,34354133
glider-10-10.json,629,34408831
glider-10-10.json,630,34463529
glider-10-10.json,631,34518227
glider-10-10.json,632,34572925
glider-10-10.json,633,34627623
glider-10-10.json,634,34682321
glider-10-10.json,635,34737019
glider-10-10.json,636,34791717
glider-10-10.json,637,34846415
glider-10-10.json,638,34901113
glider-10-10.json,639,34955811
glider-10-10.json,640,35010509
glider-10-10.json,641,35065207
glider-10-10.json,642,35119905
glider-10-10.json,643,35174603
glider-10-10.json,644,35229301
glider-10-10.json,645,35283999
glider-10-10.json,646,35338697
glider-10-10.json,647,35393395
glider-10-10.json,648,35448093
glider-10-10.json,649,35502791
glider-10-10.json,650,35557489
glider-10-10.json,651,35612187
glider-10-10.json,652,35666885
glider-10-10.json,653,35721583
glider-10-10.json,654,35776281
glider-10-10.json,655,35830979
glider-10-10.json,656,35885677
glider-10-10.json,657,35940375
glider-10-10.json,658,35995073
glider-10-10.json,659,36049771
glider-10-10.json,660,36104469
glider-10-10.json,661,36159167
glider-10-10.json,662,36213865
glider-10-10.json,663,36268563
glider-10-10.json,664,36323261
glider-10-10.json,665,36377959
glider-10-10.json,666,36432657
glider-10-10.json,667,36487355
glider-10-10.json,668,36542053
glider-10-10.json,669,36596751
glider-10-10.json,670,36651449
glider-10-10.json,671,36706147
glider-10-10.json,672,36760845
glider-10-10.json,673,36815543
glider-10-10.json,674,36870241
glider-10-10.json,675,36924939
glider-10-10.json,676,36979637
glider-10-10.json,677,37034335
glider-10-10.json,678,37089033
glider-10-10.json,679,37143731
glider-10-10.json,680,37198429
glider-10-10.json,681,37253127
glider-10-10.json,682,37307825
glider-10-10.json,683,37362523
glider-10-10.json,684,37417221
glider-10-10.json,685,37471919
glider-10-10.json,686,37526617
glider-10-10.json,687,37581315
glider-10-10.json,688,37636013
glider-10-10.json,689,37690711
glider-10-10.json,690,37745409
glider-10-10.json,691,37800107
glider-10-10.json,692,37854805
glider-10-10.json,693,37909503
glider-10-10.json,694,37964201
glider-10-10.json,695,38018899
glider-10-10.json,696,38073597
glider-10-10.json,697,38128295
glider-10-10.json,698,38182993
glider-10-10.json,699,38237691
glider-10-10.json,700,38292389
glider-10-10.json,701,38347087
glider-10-10.json,702,38401785
glider-10-10.json,703,38456483
glider-10-10.json,704,38511181
glider-10-10.json,705,38565879
glider-10-10.json,706,38620577
glider-10-10.json,707,38675275
glider-10-10.json,708,38729973
glider-10-10.json,709,38784671
glider-10-10.json,710,38839369
glider-10-10.json,711,38894067
glider-10-10.json,712,38948765
glider-10-10.json,713,39003463
glider-10-10.json,714,39058161
glider-10-10.json,715,39112859
glider-10-10.json,716,39167557
glider-10-10.json,717,39222255
glider-10-10.json,718,39276953
glider-10-10.json,719,39331651
glider-10-10.json,720,39386349
glider-10-10.json,721,39441047
glider-10-10.json,722,39495745
glider-10-10.json,723,39550443
glider-10-10.json,724,39605141
glider-10-10.json,725,39659839
glider-10-10.json,726,39714537
glider-10-10.json,727,39769235
glider-10-10.json,728,39823933
glider-10-10.json,729,39878631
glider-10-10.json,730,39933329
glider-10-10.json,731,39988027
glider-10-10.json,732,40042725
glider-10-10.json,733,40097423
glider-10-10.json,734,40152121
glider-10-10.json,735,40206819
glider-10-10.json,736,40261517
glider-10-10.json,737,40316215
glider-10-10.json,738,40370913
glider-10-10.json,739,40425611
glider-10-10.json,740,40480309
glider-10-10.json,741,40535007
glider-10-10.json,742,40589705
glider-10-10.json,743,40644403
glider-10-10.json,744,40699101
glider-10-10.json,745,40753799
glider-10-10.json,746,40808497
glider-10-10.json,747,40863195
glider-10-10.json,748,40917893
glider-10-10.json,749,40972591
glider-10-10.json,750,41027289
glider-10-10.json,751,41081987
glider-10-10.json,752,41136685
glider-10-10.json,753,41191383
glider-10-10.json,754,41246081
glider-10-10.json,755,41300779
glider-10-10.json,756,41355477
glider-10-10.json,757,41410175
glider-10-10.json,758,41464873
glider-10-10.json,759,41519571
glider-10-10.json,760,41574269
glider-10-10.json,761,41628967
glider-10-10.json,762,41683665
glider-10-10.json,763,41738363
glider-10-10.json,764,41793061
glider-10-10.json,765,41847759
glider-10-10.json,766,41902457
glider-10-10.json,767,41957155
glider-10-10.json,768,42011853
glider-10-10.json,769,42066551
glider-10-10.json,770,42121249
glider-10-10.json,771,42175947
glider-10-10.json,772,42230645
glider-10-10.json,773,42285343
glider-10-10.json,774,42340041
glider-10-10.json,775,42394739
glider-10-10.json,776,42449437
glider-10-10.json,777,42504135
glider-10-10.json,778,42558833
glider-10-10.json,779,42613531
glider-10-10.json,780,42668229
glider-10-10.json,781,42722927
glider-10-10.json,782,42777625
glider-10-10.json,783,42832323
glider-10-10.json,784,42887021
glider-10-10.json,785,42941719
glider-10-10.json,786,42996417
glider-10-10.json,787,43051115
glider-10-10.json,788,43105813
glider-10-10.json,789,43160511
glider-10-10.json,790,43215209
glider-10-10.json,791,43269907
glider-10-10.json,792,43324605
glider-10-10.json,793,43379303
glider-10-10.json,794,43434001
glider-10-10.json,795,43488699
glider-10-10.json,796,43543397
glider-10-10.json,797,43598095
glider-10-10.json,798,43652793
glider-10-10.json,799,43707491
glider-10-10.json,800,43762189
glider-10-10.json,801,43816887
glider-10-10.json,802,43871585
glider-10-10.json,803,43926283
glider-10-10.json,804,43980981
glider-10-10.json,805,44035679
glider-10-10.json,806,44090377
glider-10-10.json,807,44145075
glider-10-10.json,808,44199773
glider-10-10.json,809,44254471
glider-10-10.json,810,44309169
glider-10-10.json,811,44363867
glider-10-10.json,812,44418565
glider-10-10.json,813,44473263
glider-10-10.json,814,44527961
glider-10-10.json,815,44582659
glider-10-10.json,816,44637357
glider-10-10.json,817,44692055
glider-10-10.json,818,44746753
glider-10-10.json,819,44801451
glider-10-10.json,820,44856149
glider-10-10.json,821,44910847
glider-10-10.json,822,44965545
glider-10-10.json,823,45020243
glider-10-10.json,824,45074941
glider-10-10.json,825,45129639
glider-10-10.json,826,45184337
glider-10-10.json,827,45239035
glider-10-10.json,828,45293733
glider-10-10.json,829,45348431
glider-10-10.json,830,45403129
glider-10-10.json,831,45457827
glider-10-10.json,832,45512525
glider-10-10.json,833,45567223
glider-10-10.json,834,45621921
glider-10-10.json,835,45676619
glider-10-10.json,836,45731317
glider-10-10.json,837,45786015
glider-10-10.json,838,45840713
glider-10-10.json,839,45895411
glider-10-10.json,840,45950109
glider-10-10.json,841,46004807
glider-10-10.json,842,46059505
glider-10-10.json,843,46114203
glider-10-10.json,844,46168901
glider-10-10.json,845,46223599
glider-10-10.json,846,46278297
glider-10-10.json,847,46332995
glider-10-10.json,848,46387693
glider-10-10.json,849,46442391
glider-10-10.json,850,46497089
glider-10-10.json,851,46551787
glider-10-10.json,852,46606485
glider-10-10.json,853,46661183
glider-10-10.json,854,46715881
glider-10-10.json,855,46770579
glider-10-10.json,856,46825277
glider-10-10.json,857,46879975
glider-10-10.json,858,46934673
glider-10-10.json,859,46989371
glider-10-10.json,860,47044069
glider-10-10.json,861,47098767
glider-10-10.json,862,47153465
glider-10-10.json,863,47208163
glider-10-10.json,864,47262861
glider-10-10.json,865,47317559
glider-10-10.json,866,47372257
glider-10-10.json,867,47426955
glider-10-10.json,868,47481653
glider-10-10.json,869,47536351
glider-10-10.json,870,47591049
glider-10-10.json,871,47645747
glider-10-10.json,872,47700445
glider-10-10.json,873,47755143
glider-10-10.json,874,47809841
glider-10-10.json,875,47864539
glider-10-10.json,876,47919237
glider-10-10.json,877,47973935
glider-10-10.json,878,48028633
glider-10-10.json,879,48083331
glider-10-10.json,880,48138029
glider-10-10.json,881,48192727
glider-10-10.json,882,48247425
glider-10-10.json,883,48302123
glider-10-10.json,884,48356821
glider-10-10.json,885,48411519
glider-10-10.json,886,48466217
glider-10-10.json,887,48520915
glider-10-10.json,888,48575613
glider-10-10.json,889,48630311
glider-10-10.json,890,48685009
glider-10-10.json,891,48739707
glider-10-10.json,892,48794405
glider-10-10.json,893,48849103
glider-10-10.json,894,48903801
glider-10-10.json,895,48958499
glider-10-10.json,896,49013197
glider-10-10.json,897,49067895
glider-10-10.json,898,49122593
glider-10-10.json,899,49177291
glider-10-10.json,900,49231989
glider-10-10.json,901,49286687
glider-10-10.json,902,49341385
glider-10-10.json,903,49396083
glider-10-10.json,904,49450781
glider-10-10.json,905,49505479
glider-10-10.json,906,49560177
glider-10-10.json,907,49614875
glider-10-10.json,908,49669573
glider-10-10.json,909,49724271
glider-10-10.json,910,49778969
glider-10-10.json,911,49833667
glider-10-10.json,912,49888365
glider-10-10.json,913,49943063
glider-10-10.json,914,49997761
glider-10-10.json,915,50052459
glider-10-10.json,916,50107157
glider-10-10.json,917,50161855
glider-10-10.json,918,50216553
glider-10-10.json,919,50271251
glider-10-10.json,920,50325949
glider-10-10.json,921,50380647
glider-10-10.json,922,50435345
glider-10-10.json,923,50490043
glider-10-10.json,924,50544741
glider-10-10.json,925,50599439
glider-10-10.json,926,50654137
glider-10-10.json,927,50708835
glider-10-10.json,928,50763533
glider-10-10.json,929,50818231
glider-10-10.json,930,50872929
