gridSize,blue,red,flag,instructionCount
20,8,1,A,19882370
20,8,2,A,21110451
20,8,3,A,23534534
20,8,4,A,26051328
20,8,5,A,28446598
20,8,6,A,32612969
20,8,7,A,35255058
20,8,8,A,38410839
20,8,9,A,45691557
20,8,10,A,48060555
20,8,11,A,49981076
20,8,12,A,56762343
20,8,13,A,64141627
20,8,14,A,66854915
20,8,15,A,65747918
20,8,16,A,70746810
20,8,17,A,80123564
20,8,18,A,75898163
20,8,19,A,79368816
20,8,20,A,89261855
20,9,1,A,24947867
20,9,2,A,26169661
20,9,3,A,28588196
20,9,4,A,31083540
20,9,5,A,33482970
20,9,6,A,37638849
20,9,7,A,40018878
20,9,8,A,43120436
20,9,9,A,50366261
20,9,10,A,52410999
20,9,11,A,54162755
20,9,12,A,61084452
20,9,13,A,68582986
20,9,14,A,71159311
20,9,15,A,69066790
20,9,16,A,74027991
20,9,17,A,84171047
20,9,18,A,79159691
20,9,19,A,82559154
20,9,20,A,92596308
20,10,1,A,27693312
20,10,2,A,28879564
20,10,3,A,31177174
20,10,4,A,33622242
20,10,5,A,36015806
20,10,6,A,39677436
20,10,7,A,43521379
20,10,8,A,46649409
20,10,9,A,53831979
20,10,10,A,56533997
20,10,11,A,58261422
20,10,12,A,65086448
20,10,13,A,72443531
20,10,14,A,75065813
20,10,15,A,73065180
20,10,16,A,78133496
20,10,17,A,87839660
20,10,18,A,83016980
20,10,19,A,86559488
20,10,20,A,96197228
20,11,1,A,30541865
20,11,2,A,31724268
20,11,3,A,33973433
20,11,4,A,36402129
20,11,5,A,38732774
20,11,6,A,42281690
20,11,7,A,46205180
20,11,8,A,49500288
20,11,9,A,56459236
20,11,10,A,59958445
20,11,11,A,61693421
20,11,12,A,68531427
20,11,13,A,75552079
20,11,14,A,78561154
20,11,15,A,76264443
20,11,16,A,81147032
20,11,17,A,91471609
20,11,18,A,86008411
20,11,19,A,89423576
20,11,20,A,99251366
20,12,1,A,34393316
20,12,2,A,35543692
20,12,3,A,37653465
20,12,4,A,40007074
20,12,5,A,42231254
20,12,6,A,45556268
20,12,7,A,49200684
20,12,8,A,52229244
20,12,9,A,58844936
20,12,10,A,62826325
20,12,11,A,66347569
20,12,12,A,71859591
20,12,13,A,77761915
20,12,14,A,81895246
20,12,15,A,80677244
20,12,16,A,85554788
20,12,17,A,95859851
20,12,18,A,90328160
20,12,19,A,93788207
20,12,20,A,103434673
20,13,1,A,37367558
20,13,2,A,38513707
20,13,3,A,40618249
20,13,4,A,42958768
20,13,5,A,45169462
20,13,6,A,48482828
20,13,7,A,52119854
20,13,8,A,55137338
20,13,9,A,61716232
20,13,10,A,65646070
20,13,11,A,69129779
20,13,12,A,74601561
20,13,13,A,80366844
20,13,14,A,84357511
20,13,15,A,83791367
20,13,16,A,88817424
20,13,17,A,98360784
20,13,18,A,92970475
20,13,19,A,96622680
20,13,20,A,105850921
20,14,1,A,41923437
20,14,2,A,43011727
20,14,3,A,45027459
20,14,4,A,47285428
20,14,5,A,49300577
20,14,6,A,52426241
20,14,7,A,55839675
20,14,8,A,58558093
20,14,9,A,64507413
20,14,10,A,67555173
20,14,11,A,72051609
20,14,12,A,76496937
20,14,13,A,81570284
20,14,14,A,86718441
20,14,15,A,89255463
20,14,16,A,94259075
20,14,17,A,98006433
20,14,18,A,98319369
20,14,19,A,102117211
20,14,20,A,111370319
20,15,1,A,48758680
20,15,2,A,49892983
20,15,3,A,51976637
20,15,4,A,54262148
20,15,5,A,56510763
20,15,6,A,59749583
20,15,7,A,63280246
20,15,8,A,66168421
20,15,9,A,72593792
20,15,10,A,76284937
20,15,11,A,79849595
20,15,12,A,85230763
20,15,13,A,90680720
20,15,14,A,94699608
20,15,15,A,92104033
20,15,16,A,97001973
20,15,17,A,108089573
20,15,18,A,100802329
20,15,19,A,104460121
20,15,20,A,113559585
20,16,1,A,50749412
20,16,2,A,51841274
20,16,3,A,53829849
20,16,4,A,56023775
20,16,5,A,58066019
20,16,6,A,61164316
20,16,7,A,64503971
20,16,8,A,67216304
20,16,9,A,73104503
20,16,10,A,75858499
20,16,11,A,80408848
20,16,12,A,84901859
20,16,13,A,90052270
20,16,14,A,95156143
20,16,15,A,97565200
20,16,16,A,102543490
20,16,17,A,106252549
20,16,18,A,106464323
20,16,19,A,110239626
20,16,20,A,119596458
20,17,1,A,56061179
20,17,2,A,57167571
20,17,3,A,59174234
20,17,4,A,61409001
20,17,5,A,63545590
20,17,6,A,66650691
20,17,7,A,70096171
20,17,8,A,72848962
20,17,9,A,79029661
20,17,10,A,82118914
20,17,11,A,86428176
20,17,12,A,91272078
20,17,13,A,96216016
20,17,14,A,100892606
20,17,15,A,100818086
20,17,16,A,105563911
20,17,17,A,112976962
20,17,18,A,109228633
20,17,19,A,112540512
20,17,20,A,121780004
20,18,1,A,58310053
20,18,2,A,59390734
20,18,3,A,61370030
20,18,4,A,63568207
20,18,5,A,65589205
20,18,6,A,68675602
20,18,7,A,71963705
20,18,8,A,74605807
20,18,9,A,80538176
20,18,10,A,83339027
20,18,11,A,87912978
20,18,12,A,92076427
20,18,13,A,97068699
20,18,14,A,102042335
20,18,15,A,104722273
20,18,16,A,109289519
20,18,17,A,112980987
20,18,18,A,114062021
20,18,19,A,117825820
20,18,20,A,126774930
20,19,1,A,61227113
20,19,2,A,62318423
20,19,3,A,64267111
20,19,4,A,66361718
20,19,5,A,68249926
20,19,6,A,71295528
20,19,7,A,74418956
20,19,8,A,76954744
20,19,9,A,82674112
20,19,10,A,85257237
20,19,11,A,89591662
20,19,12,A,93605641
20,19,13,A,98204993
20,19,14,A,103358794
20,19,15,A,105917773
20,19,16,A,110747735
20,19,17,A,113632746
20,19,18,A,117076486
20,19,19,A,120715366
20,19,20,A,129510438
20,20,1,A,68841897
20,20,2,A,69940390
20,20,3,A,71894922
20,20,4,A,73954414
20,20,5,A,75870004
20,20,6,A,78901940
20,20,7,A,81980508
20,20,8,A,84586384
20,20,9,A,90248711
20,20,10,A,92669164
20,20,11,A,96953142
20,20,12,A,101189031
20,20,13,A,105365025
20,20,14,A,110667745
20,20,15,A,113154130
20,20,16,A,117943702
20,20,17,A,120934495
20,20,18,A,124551013
20,20,19,A,127908555
20,20,20,A,136508900
21,1,1,A,914999
21,1,2,A,1604692
21,1,3,A,5652067
21,1,4,A,9136270
21,1,5,A,12015453
21,1,6,A,16304896
21,1,7,A,23450751
21,1,8,A,25504579
21,1,9,A,32260369
21,1,10,A,33156716
21,1,11,A,39870221
21,1,12,A,42145245
21,1,13,A,47963165
21,1,14,A,58617497
21,1,15,A,60588001
21,1,16,A,63132973
21,1,17,A,71373338
21,1,18,A,78346249
21,1,19,A,77914937
21,1,20,A,82445031
21,1,21,A,96451254
21,2,1,A,2381156
21,2,2,A,3033972
21,2,3,A,7125748
21,2,4,A,10610557
21,2,5,A,13405006
21,2,6,A,17683177
21,2,7,A,24848575
21,2,8,A,26863842
21,2,9,A,33615496
21,2,10,A,34454649
21,2,11,A,41201869
21,2,12,A,43394052
21,2,13,A,49256074
21,2,14,A,59912472
21,2,15,A,61855216
21,2,16,A,64338574
21,2,17,A,72633949
21,2,18,A,79605463
21,2,19,A,79124351
21,2,20,A,83647779
21,2,21,A,97662710
21,3,1,A,4985316
21,3,2,A,5722532
21,3,3,A,9268219
21,3,4,A,12909532
21,3,5,A,16112830
21,3,6,A,20362868
21,3,7,A,27560208
21,3,8,A,29508371
21,3,9,A,36260218
21,3,10,A,37012528
21,3,11,A,43812090
21,3,12,A,45878610
21,3,13,A,51791700
21,3,14,A,62443264
21,3,15,A,64349991
21,3,16,A,66780053
21,3,17,A,75122443
21,3,18,A,82087406
21,3,19,A,81549564
21,3,20,A,86055687
21,3,21,A,100100647
21,4,1,A,7609152
21,4,2,A,8278276
21,4,3,A,10990716
21,4,4,A,14275665
21,4,5,A,17204151
21,4,6,A,21775578
21,4,7,A,26613110
21,4,8,A,30356195
21,4,9,A,36776067
21,4,10,A,39782115
21,4,11,A,44642298
21,4,12,A,48510469
21,4,13,A,54536114
21,4,14,A,65113562
21,4,15,A,66998599
21,4,16,A,69305171
21,4,17,A,77757025
21,4,18,A,84718404
21,4,19,A,84062293
21,4,20,A,88506973
21,4,21,A,102575322
21,5,1,A,12044669
21,5,2,A,12746409
21,5,3,A,15802425
21,5,4,A,19265489
21,5,5,A,22165863
21,5,6,A,26948089
21,5,7,A,32078163
21,5,8,A,36171646
21,5,9,A,42797212
21,5,10,A,43954148
21,5,11,A,50976671
21,5,12,A,52519414
21,5,13,A,58656569
21,5,14,A,69242017
21,5,15,A,71049985
21,5,16,A,73236325
21,5,17,A,81809588
21,5,18,A,88744123
21,5,19,A,87965583
21,5,20,A,92410756
21,5,21,A,106494740
21,6,1,A,16804679
21,6,2,A,17505722
21,6,3,A,20558710
21,6,4,A,24015473
21,6,5,A,26903156
21,6,6,A,31675295
21,6,7,A,36787028
21,6,8,A,40854039
21,6,9,A,47487315
21,6,10,A,48321876
21,6,11,A,55634813
21,6,12,A,56638931
21,6,13,A,62869161
21,6,14,A,73406791
21,6,15,A,75149827
21,6,16,A,77028319
21,6,17,A,85814885
21,6,18,A,92684454
21,6,19,A,91645103
21,6,20,A,96006910
21,6,21,A,110162718
21,7,1,A,20216117
21,7,2,A,20863147
21,7,3,A,23411579
21,7,4,A,26621433
21,7,5,A,29495660
21,7,6,A,33755831
21,7,7,A,38609435
21,7,8,A,41877091
21,7,9,A,48462136
21,7,10,A,52319219
21,7,11,A,55987098
21,7,12,A,60700139
21,7,13,A,66863418
21,7,14,A,77417527
21,7,15,A,79285144
21,7,16,A,80893090
21,7,17,A,89843732
21,7,18,A,96735761
21,7,19,A,95401636
21,7,20,A,99687517
21,7,21,A,114008677
21,8,1,A,24220824
21,8,2,A,24871442
21,8,3,A,27079763
21,8,4,A,30132267
21,8,5,A,32990753
21,8,6,A,36964699
21,8,7,A,41120001
21,8,8,A,44671527
21,8,9,A,50812008
21,8,10,A,54577654
21,8,11,A,57776172
21,8,12,A,65045315
21,8,13,A,68543262
21,8,14,A,78432454
21,8,15,A,81947053
21,8,16,A,85581950
21,8,17,A,92468694
21,8,18,A,98609728
21,8,19,A,100038389
21,8,20,A,104354701
21,8,21,A,118331731
21,9,1,A,31790360
21,9,2,A,32436769
21,9,3,A,34969303
21,9,4,A,38154308
21,9,5,A,40997205
21,9,6,A,45219226
21,9,7,A,50070791
21,9,8,A,53251913
21,9,9,A,59844138
21,9,10,A,63673681
21,9,11,A,67278499
21,9,12,A,71167899
21,9,13,A,77881599
21,9,14,A,88395682
21,9,15,A,89987113
21,9,16,A,91019397
21,9,17,A,100421121
21,9,18,A,107271588
21,9,19,A,105318697
21,9,20,A,109499651
21,9,21,A,123891518
21,10,1,A,37056118
21,10,2,A,37707732
21,10,3,A,39883550
21,10,4,A,42902481
21,10,5,A,45719606
21,10,6,A,49618562
21,10,7,A,53773624
21,10,8,A,57139927
21,10,9,A,63236682
21,10,10,A,66971153
21,10,11,A,70162923
21,10,12,A,77058382
21,10,13,A,80520890
21,10,14,A,90243267
21,10,15,A,93770022
21,10,16,A,96865310
21,10,17,A,104032860
21,10,18,A,110060252
21,10,19,A,111017326
21,10,20,A,115031663
21,10,21,A,129100087
21,11,1,A,43734661
21,11,2,A,44373518
21,11,3,A,46892455
21,11,4,A,50074239
21,11,5,A,52903927
21,11,6,A,57093049
21,11,7,A,61881631
21,11,8,A,65037925
21,11,9,A,71551875
21,11,10,A,75344309
21,11,11,A,78847488
21,11,12,A,82210396
21,11,13,A,89343533
21,11,14,A,99808655
21,11,15,A,101066388
21,11,16,A,101431781
21,11,17,A,111361504
21,11,18,A,118098822
21,11,19,A,115364335
21,11,20,A,119543331
21,11,21,A,133932605
21,12,1,A,43378799
21,12,2,A,44020569
21,12,3,A,46047880
21,12,4,A,48925700
21,12,5,A,51692698
21,12,6,A,55471449
21,12,7,A,59445030
21,12,8,A,62833041
21,12,9,A,68638125
21,12,10,A,72341123
21,12,11,A,75585514
21,12,12,A,83150409
21,12,13,A,85165994
21,12,14,A,93851059
21,12,15,A,98014543
21,12,16,A,103393726
21,12,17,A,107732447
21,12,18,A,113197976
21,12,19,A,117106689
21,12,20,A,121117849
21,12,21,A,131668286
21,13,1,A,46297069
21,13,2,A,46933675
21,13,3,A,48955778
21,13,4,A,51861707
21,13,5,A,54611518
21,13,6,A,58403252
21,13,7,A,62312947
21,13,8,A,65779546
21,13,9,A,71510547
21,13,10,A,75271715
21,13,11,A,78498993
21,13,12,A,86103819
21,13,13,A,88115967
21,13,14,A,97028494
21,13,15,A,100955520
21,13,16,A,106418692
21,13,17,A,110889721
21,13,18,A,116565585
21,13,19,A,120644140
21,13,20,A,124496965
21,13,21,A,135402372
21,14,1,A,54236961
21,14,2,A,54881294
21,14,3,A,56896675
21,14,4,A,59778317
21,14,5,A,62558713
21,14,6,A,66326162
21,14,7,A,70238779
21,14,8,A,73675969
21,14,9,A,79424640
21,14,10,A,82998574
21,14,11,A,86276564
21,14,12,A,93536750
21,14,13,A,95561306
21,14,14,A,104408825
21,14,15,A,108320444
21,14,16,A,113855153
21,14,17,A,118109803
21,14,18,A,123928100
21,14,19,A,127602153
21,14,20,A,131635546
21,14,21,A,142331735
21,15,1,A,61002454
21,15,2,A,61645039
21,15,3,A,63635850
21,15,4,A,66482554
21,15,5,A,69270020
21,15,6,A,73009650
21,15,7,A,76863912
21,15,8,A,80280647
21,15,9,A,85896719
21,15,10,A,89649419
21,15,11,A,92765912
21,15,12,A,99914264
21,15,13,A,102069011
21,15,14,A,110816038
21,15,15,A,114767901
21,15,16,A,120228134
21,15,17,A,124383744
21,15,18,A,129939048
21,15,19,A,133587271
21,15,20,A,137654325
21,15,21,A,148279856
21,16,1,A,63986403
21,16,2,A,64608268
21,16,3,A,66460651
21,16,4,A,69070734
21,16,5,A,71371223
21,16,6,A,74947363
21,16,7,A,78651088
21,16,8,A,81667764
21,16,9,A,86606122
21,16,10,A,90046905
21,16,11,A,93658685
21,16,12,A,100215442
21,16,13,A,102115596
21,16,14,A,110148450
21,16,15,A,113390523
21,16,16,A,118535550
21,16,17,A,122220627
21,16,18,A,127925879
21,16,19,A,131446636
21,16,20,A,135589268
21,16,21,A,144431284
21,17,1,A,67080172
21,17,2,A,67662595
21,17,3,A,69471047
21,17,4,A,72016668
21,17,5,A,73993380
21,17,6,A,77381601
21,17,7,A,80875038
21,17,8,A,84164540
21,17,9,A,88608734
21,17,10,A,92084206
21,17,11,A,95288979
21,17,12,A,101747600
21,17,13,A,103579856
21,17,14,A,111320356
21,17,15,A,114643847
21,17,16,A,119281211
21,17,17,A,122372046
21,17,18,A,128376628
21,17,19,A,131717450
21,17,20,A,136103698
21,17,21,A,144278137
21,18,1,A,72476576
21,18,2,A,73089348
21,18,3,A,74902262
21,18,4,A,77503156
21,18,5,A,79814412
21,18,6,A,83401301
21,18,7,A,87053751
21,18,8,A,90133684
21,18,9,A,94882799
21,18,10,A,98369521
21,18,11,A,101808714
21,18,12,A,108278570
21,18,13,A,110225416
21,18,14,A,117871736
21,18,15,A,121322750
21,18,16,A,126173386
21,18,17,A,129736178
21,18,18,A,135110670
21,18,19,A,138796272
21,18,20,A,142795535
21,18,21,A,151347379
21,19,1,A,76459088
21,19,2,A,77067830
21,19,3,A,78877698
21,19,4,A,81478921
21,19,5,A,83778430
21,19,6,A,87319295
21,19,7,A,90997337
21,19,8,A,94024956
21,19,9,A,98880716
21,19,10,A,102220470
21,19,11,A,105856831
21,19,12,A,112236015
21,19,13,A,114159609
21,19,14,A,122084230
21,19,15,A,125247185
21,19,16,A,130719231
21,19,17,A,133943149
21,19,18,A,139516979
21,19,19,A,142945901
21,19,20,A,147578718
21,19,21,A,155277944
21,20,1,A,76656499
21,20,2,A,77253948
21,20,3,A,79046339
21,20,4,A,81563329
21,20,5,A,83567208
21,20,6,A,87005455
21,20,7,A,90461635
21,20,8,A,93650280
21,20,9,A,98194559
21,20,10,A,101540410
21,20,11,A,104746888
21,20,12,A,110989461
21,20,13,A,112916762
21,20,14,A,120575769
21,20,15,A,123964773
21,20,16,A,128548634
21,20,17,A,131929744
21,20,18,A,137333752
21,20,19,A,141081393
21,20,20,A,145076513
21,20,21,A,152873495
21,21,1,A,81085085
21,21,2,A,81624490
21,21,3,A,83223432
21,21,4,A,85545124
21,21,5,A,87533537
21,21,6,A,90294005
21,21,7,A,93385459
21,21,8,A,96439873
21,21,9,A,100328346
21,21,10,A,103680531
21,21,11,A,106735434
21,21,12,A,111886584
21,21,13,A,114243132
21,21,14,A,120546653
21,21,15,A,124286114
21,21,16,A,127834766
21,21,17,A,131345276
21,21,18,A,136371566
21,21,19,A,139096569
21,21,20,A,143387145
21,21,21,A,150263328
22,1,1,A,1206944
22,1,2,A,2555327
22,1,3,A,5569544
22,1,4,A,7838194
22,1,5,A,11898066
22,1,6,A,16881322
22,1,7,A,21727578
22,1,8,A,24765379
22,1,9,A,30540489
22,1,10,A,35946408
22,1,11,A,42690792
22,1,12,A,45130797
22,1,13,A,57974541
22,1,14,A,59245354
22,1,15,A,68290871
22,1,16,A,68101895
22,1,17,A,78793062
22,1,18,A,81843024
22,1,19,A,89347015
22,1,20,A,96530623
22,1,21,A,109778812
22,1,22,A,101192471
22,2,1,A,2208646
22,2,2,A,3607602
22,2,3,A,6595422
22,2,4,A,8897200
22,2,5,A,12923944
22,2,6,A,17866337
22,2,7,A,22743190
22,2,8,A,25750120
22,2,9,A,31523983
22,2,10,A,36916093
22,2,11,A,43651204
22,2,12,A,46074309
22,2,13,A,58950078
22,2,14,A,60180760
22,2,15,A,69234794
22,2,16,A,69030492
22,2,17,A,79747632
22,2,18,A,82772281
22,2,19,A,90198600
22,2,20,A,97420111
22,2,21,A,110745194
22,2,22,A,102015269
22,3,1,A,7311579
22,3,2,A,8589565
22,3,3,A,10980353
22,3,4,A,13592453
22,3,5,A,17305636
22,3,6,A,21864580
22,3,7,A,27020502
22,3,8,A,29740656
22,3,9,A,35516114
22,3,10,A,40393088
22,3,11,A,47131150
22,3,12,A,49207065
22,3,13,A,62732078
22,3,14,A,63306108
22,3,15,A,72673549
22,3,16,A,71905136
22,3,17,A,82994805
22,3,18,A,85659258
22,3,19,A,92903953
22,3,20,A,100196445
22,3,21,A,113886684
22,3,22,A,104284397
22,4,1,A,11256109
22,4,2,A,12662933
22,4,3,A,15065986
22,4,4,A,17796578
22,4,5,A,21391474
22,4,6,A,25654437
22,4,7,A,30954752
22,4,8,A,33520118
22,4,9,A,39305001
22,4,10,A,43790947
22,4,11,A,50499087
22,4,12,A,52449306
22,4,13,A,66390994
22,4,14,A,66546635
22,4,15,A,76055973
22,4,16,A,75062695
22,4,17,A,86279431
22,4,18,A,88787276
22,4,19,A,95581649
22,4,20,A,103099328
22,4,21,A,117226920
22,4,22,A,106780935
22,5,1,A,15974332
22,5,2,A,17339695
22,5,3,A,20161582
22,5,4,A,22655548
22,5,5,A,26481306
22,5,6,A,30319969
22,5,7,A,35987603
22,5,8,A,38176371
22,5,9,A,43962806
22,5,10,A,48190200
22,5,11,A,54913763
22,5,12,A,56329260
22,5,13,A,70882340
22,5,14,A,70411566
22,5,15,A,80379648
22,5,16,A,78713003
22,5,17,A,90376966
22,5,18,A,92437759
22,5,19,A,99075981
22,5,20,A,106721814
22,5,21,A,121253443
22,5,22,A,109732078
22,6,1,A,17870422
22,6,2,A,19185790
22,6,3,A,22110046
22,6,4,A,24090505
22,6,5,A,28165534
22,6,6,A,33289150
22,6,7,A,36404923
22,6,8,A,41142869
22,6,9,A,46717012
22,6,10,A,52026846
22,6,11,A,58709774
22,6,12,A,60289714
22,6,13,A,74584674
22,6,14,A,74376545
22,6,15,A,84171201
22,6,16,A,82769651
22,6,17,A,94263206
22,6,18,A,96455292
22,6,19,A,102868659
22,6,20,A,110525216
22,6,21,A,125182334
22,6,22,A,113603501
22,7,1,A,26370458
22,7,2,A,27729758
22,7,3,A,30763417
22,7,4,A,33038090
22,7,5,A,37071683
22,7,6,A,40621757
22,7,7,A,46471295
22,7,8,A,48472080
22,7,9,A,54244239
22,7,10,A,57953683
22,7,11,A,64621877
22,7,12,A,65879619
22,7,13,A,80898437
22,7,14,A,79941445
22,7,15,A,90024004
22,7,16,A,87674990
22,7,17,A,99926906
22,7,18,A,101439462
22,7,19,A,107579085
22,7,20,A,115329861
22,7,21,A,130815775
22,7,22,A,117337371
22,8,1,A,31660610
22,8,2,A,32999319
22,8,3,A,36076884
22,8,4,A,38271673
22,8,5,A,42392100
22,8,6,A,45932155
22,8,7,A,52118705
22,8,8,A,53759219
22,8,9,A,59560120
22,8,10,A,62898510
22,8,11,A,69527310
22,8,12,A,70738302
22,8,13,A,86046362
22,8,14,A,84756352
22,8,15,A,94927823
22,8,16,A,92612605
22,8,17,A,104852354
22,8,18,A,106307744
22,8,19,A,111753000
22,8,20,A,119682277
22,8,21,A,135611537
22,8,22,A,121349772
22,9,1,A,34926722
22,9,2,A,36242316
22,9,3,A,39239824
22,9,4,A,41173157
22,9,5,A,45356012
22,9,6,A,50598316
22,9,7,A,54407927
22,9,8,A,58420642
22,9,9,A,64211200
22,9,10,A,68152788
22,9,11,A,74811362
22,9,12,A,75298904
22,9,13,A,91274057
22,9,14,A,89327138
22,9,15,A,99994975
22,9,16,A,96872504
22,9,17,A,109543394
22,9,18,A,110529750
22,9,19,A,116060688
22,9,20,A,124105484
22,9,21,A,140234268
22,9,22,A,125353117
22,10,1,A,43989858
22,10,2,A,45261726
22,10,3,A,48043749
22,10,4,A,49946146
22,10,5,A,53911265
22,10,6,A,58515711
22,10,7,A,60953544
22,10,8,A,66004396
22,10,9,A,70522439
22,10,10,A,78496791
22,10,11,A,85098470
22,10,12,A,85777869
22,10,13,A,98132764
22,10,14,A,99740263
22,10,15,A,110224794
22,10,16,A,107298849
22,10,17,A,119965562
22,10,18,A,120991972
22,10,19,A,125921455
22,10,20,A,134222332
22,10,21,A,150613973
22,10,22,A,134927274
22,11,1,A,50800593
22,11,2,A,52099444
22,11,3,A,55015028
22,11,4,A,56957315
22,11,5,A,61025516
22,11,6,A,66080492
22,11,7,A,69122462
22,11,8,A,73793802
22,11,9,A,79425111
22,11,10,A,83144154
22,11,11,A,89709963
22,11,12,A,89245579
22,11,13,A,106912763
22,11,14,A,103143725
22,11,15,A,114797437
22,11,16,A,110412407
22,11,17,A,123829881
22,11,18,A,123978815
22,11,19,A,128559017
22,11,20,A,136956574
22,11,21,A,154327264
22,11,22,A,137097947
22,12,1,A,53184508
22,12,2,A,54403680
22,12,3,A,56974793
22,12,4,A,58765218
22,12,5,A,62377505
22,12,6,A,66476260
22,12,7,A,69051560
22,12,8,A,73726246
22,12,9,A,77583468
22,12,10,A,85355566
22,12,11,A,91015263
22,12,12,A,95281227
22,12,13,A,102155757
22,12,14,A,108900340
22,12,15,A,114232981
22,12,16,A,118863837
22,12,17,A,126448568
22,12,18,A,132198727
22,12,19,A,137534241
22,12,20,A,146088208
22,12,21,A,155188744
22,12,22,A,145929272
22,13,1,A,63870996
22,13,2,A,65172804
22,13,3,A,68080371
22,13,4,A,70013501
22,13,5,A,74082465
22,13,6,A,79089039
22,13,7,A,82139480
22,13,8,A,86820067
22,13,9,A,92386699
22,13,10,A,96229994
22,13,11,A,102699194
22,13,12,A,101591283
22,13,13,A,119579479
22,13,14,A,115423216
22,13,15,A,127462643
22,13,16,A,122229746
22,13,17,A,136200318
22,13,18,A,135681021
22,13,19,A,139623970
22,13,20,A,148388299
22,13,21,A,166737217
22,13,22,A,147790947
22,14,1,A,66012303
22,14,2,A,67250186
22,14,3,A,69841670
22,14,4,A,71659438
22,14,5,A,75464362
22,14,6,A,79585312
22,14,7,A,82110640
22,14,8,A,86859013
22,14,9,A,90929486
22,14,10,A,98959164
22,14,11,A,104794400
22,14,12,A,108969248
22,14,13,A,116332014
22,14,14,A,122770636
22,14,15,A,128422880
22,14,16,A,130833819
22,14,17,A,141126853
22,14,18,A,144094173
22,14,19,A,147575649
22,14,20,A,156581694
22,14,21,A,170558891
22,14,22,A,154622429
22,15,1,A,73538297
22,15,2,A,74801742
22,15,3,A,77452315
22,15,4,A,79260023
22,15,5,A,83217304
22,15,6,A,87534531
22,15,7,A,89909511
22,15,8,A,94740434
22,15,9,A,99051463
22,15,10,A,107244122
22,15,11,A,113227674
22,15,12,A,115735789
22,15,13,A,125306869
22,15,14,A,129589500
22,15,15,A,137295107
22,15,16,A,136021034
22,15,17,A,148807988
22,15,18,A,149195186
22,15,19,A,151933050
22,15,20,A,161231330
22,15,21,A,178954188
22,15,22,A,158861466
22,16,1,A,79166747
22,16,2,A,80378858
22,16,3,A,82917605
22,16,4,A,84681990
22,16,5,A,88275778
22,16,6,A,92300972
22,16,7,A,94853341
22,16,8,A,99533222
22,16,9,A,103324056
22,16,10,A,110995231
22,16,11,A,116565476
22,16,12,A,120674245
22,16,13,A,127334134
22,16,14,A,134178913
22,16,15,A,139203523
22,16,16,A,143830909
22,16,17,A,151336203
22,16,18,A,156771399
22,16,19,A,159775151
22,16,20,A,169191950
22,16,21,A,179485204
22,16,22,A,166530843
22,17,1,A,84150647
22,17,2,A,85324425
22,17,3,A,87819355
22,17,4,A,89479814
22,17,5,A,92987358
22,17,6,A,96904552
22,17,7,A,99212291
22,17,8,A,103917512
22,17,9,A,107524915
22,17,10,A,114717024
22,17,11,A,120128225
22,17,12,A,124270046
22,17,13,A,130353996
22,17,14,A,137044889
22,17,15,A,141861773
22,17,16,A,147535424
22,17,17,A,153455155
22,17,18,A,160085971
22,17,19,A,167332866
22,17,20,A,174899587
22,17,21,A,179170903
22,17,22,A,173856529
22,18,1,A,91985000
22,18,2,A,93205112
22,18,3,A,95755629
22,18,4,A,97502147
22,18,5,A,101079244
22,18,6,A,105122334
22,18,7,A,107576284
22,18,8,A,112256120
22,18,9,A,115983456
22,18,10,A,123608612
22,18,11,A,129099990
22,18,12,A,133121440
22,18,13,A,139778573
22,18,14,A,146553936
22,18,15,A,151489910
22,18,16,A,156130299
22,18,17,A,163589578
22,18,18,A,168835091
22,18,19,A,172360373
22,18,20,A,181572533
22,18,21,A,191456318
22,18,22,A,178144617
22,19,1,A,96746345
22,19,2,A,97914610
22,19,3,A,100341719
22,19,4,A,101908338
22,19,5,A,105352812
22,19,6,A,109172118
22,19,7,A,111242291
22,19,8,A,115810169
22,19,9,A,119298226
22,19,10,A,126244860
22,19,11,A,131579685
22,19,12,A,135566570
22,19,13,A,141328305
22,19,14,A,147823795
22,19,15,A,152737556
22,19,16,A,157728315
22,19,17,A,163745351
22,19,18,A,169146900
22,19,19,A,179543620
22,19,20,A,184189323
22,19,21,A,187604407
22,19,22,A,185676232
22,20,1,A,97263637
22,20,2,A,98433608
22,20,3,A,100672410
22,20,4,A,102282538
22,20,5,A,105400240
22,20,6,A,108960450
22,20,7,A,111191219
22,20,8,A,115441476
22,20,9,A,118382873
22,20,10,A,124701107
22,20,11,A,129930276
22,20,12,A,133286376
22,20,13,A,138792808
22,20,14,A,145006255
22,20,15,A,149593296
22,20,16,A,153074727
22,20,17,A,159723387
22,20,18,A,164571209
22,20,19,A,173503538
22,20,20,A,178760946
22,20,21,A,181745367
22,20,22,A,190775907
22,21,1,A,105115263
22,21,2,A,106283019
22,21,3,A,108627272
22,21,4,A,110199141
22,21,5,A,113455856
22,21,6,A,117208192
22,21,7,A,119327701
22,21,8,A,123709691
22,21,9,A,126606454
22,21,10,A,133567985
22,21,11,A,138833654
22,21,12,A,142512306
22,21,13,A,148137374
22,21,14,A,154375749
22,21,15,A,159202138
22,21,16,A,162948427
22,21,17,A,169789316
22,21,18,A,174734306
22,21,19,A,185040245
22,21,20,A,189357139
22,21,21,A,192358457
22,21,22,A,197377315
22,22,1,A,117812188
22,22,2,A,118955301
