gridSize,blue,red,flag,instructionCount
16,13,14,A,41708946
16,13,15,A,44448754
16,13,16,A,45150649
16,14,1,A,26866616
16,14,2,A,27207556
16,14,3,A,28077983
16,14,4,A,29194121
16,14,5,A,30243227
16,14,6,A,31967622
16,14,7,A,33366216
16,14,8,A,35458828
16,14,9,A,37784270
16,14,10,A,39518174
16,14,11,A,41872065
16,14,12,A,43303153
16,14,13,A,44276566
16,14,14,A,46217312
16,14,15,A,42849921
16,14,16,A,52293863
16,15,1,A,28204625
16,15,2,A,28536728
16,15,3,A,29434295
16,15,4,A,30540848
16,15,5,A,31569229
16,15,6,A,33325997
16,15,7,A,34666432
16,15,8,A,36633718
16,15,9,A,38631827
16,15,10,A,40540693
16,15,11,A,42400027
16,15,12,A,43393567
16,15,13,A,45288349
16,15,14,A,47259324
16,15,15,A,48884050
16,15,16,A,49631658
16,16,1,A,29935817
16,16,2,A,30272637
16,16,3,A,31156692
16,16,4,A,32241800
16,16,5,A,33286258
16,16,6,A,35011402
16,16,7,A,36399267
16,16,8,A,38405871
16,16,9,A,40455430
16,16,10,A,42237826
16,16,11,A,44124022
16,16,12,A,44251397
16,16,13,A,46238895
16,16,14,A,47273722
16,16,15,A,49324670
16,16,16,A,49677546
17,1,1,A,773875
17,1,2,A,1380286
17,1,3,A,2644157
17,1,4,A,3972176
17,1,5,A,5443115
17,1,6,A,7280679
17,1,7,A,9858404
17,1,8,A,10792251
17,1,9,A,13881945
17,1,10,A,13968054
17,1,11,A,17086843
17,1,12,A,19066728
17,1,13,A,22144172
17,1,14,A,23915920
17,1,15,A,26483792
17,1,16,A,29370327
17,1,17,A,29188125
17,2,1,A,1452329
17,2,2,A,2098173
17,2,3,A,3368352
17,2,4,A,4650514
17,2,5,A,6120681
17,2,6,A,7918493
17,2,7,A,10499874
17,2,8,A,11402119
17,2,9,A,14483167
17,2,10,A,14558729
17,2,11,A,17662936
17,2,12,A,19636442
17,2,13,A,22708546
17,2,14,A,24482959
17,2,15,A,27062217
17,2,16,A,29935087
17,2,17,A,29759447
17,3,1,A,3555775
17,3,2,A,4201750
17,3,3,A,5471669
17,3,4,A,6389682
17,3,5,A,7856783
17,3,6,A,9527322
17,3,7,A,12098943
17,3,8,A,12771724
17,3,9,A,15842139
17,3,10,A,15765391
17,3,11,A,18859716
17,3,12,A,20810335
17,3,13,A,23855587
17,3,14,A,25510945
17,3,15,A,28183634
17,3,16,A,31080701
17,3,17,A,30797756
17,4,1,A,5292673
17,4,2,A,5900425
17,4,3,A,6969629
17,4,4,A,8418898
17,4,5,A,9880408
17,4,6,A,11402976
17,4,7,A,13987095
17,4,8,A,14516683
17,4,9,A,17567636
17,4,10,A,17310337
17,4,11,A,20391173
17,4,12,A,22365030
17,4,13,A,25401256
17,4,14,A,26958596
17,4,15,A,29723321
17,4,16,A,32591651
17,4,17,A,32202025
17,5,1,A,7029268
17,5,2,A,7639108
17,5,3,A,8705443
17,5,4,A,10273789
17,5,5,A,11738904
17,5,6,A,13129531
17,5,7,A,15706967
17,5,8,A,15838660
17,5,9,A,18887672
17,5,10,A,18571685
17,5,11,A,21641514
17,5,12,A,23575387
17,5,13,A,26628780
17,5,14,A,28112310
17,5,15,A,30903987
17,5,16,A,33815394
17,5,17,A,33283380
17,6,1,A,10471752
17,6,2,A,11095569
17,6,3,A,12237721
17,6,4,A,13380180
17,6,5,A,14831594
17,6,6,A,15919208
17,6,7,A,18488970
17,6,8,A,18310602
17,6,9,A,21363694
17,6,10,A,20723221
17,6,11,A,23778114
17,6,12,A,25665776
17,6,13,A,28742580
17,6,14,A,30021379
17,6,15,A,32976752
17,6,16,A,35894435
17,6,17,A,35162018
17,7,1,A,12630031
17,7,2,A,13194625
17,7,3,A,14122879
17,7,4,A,15646932
17,7,5,A,17321068
17,7,6,A,18672850
17,7,7,A,21231171
17,7,8,A,20923280
17,7,9,A,23918453
17,7,10,A,23184806
17,7,11,A,26204585
17,7,12,A,28079475
17,7,13,A,31104205
17,7,14,A,32475367
17,7,15,A,35380247
17,7,16,A,38177280
17,7,17,A,37583897
17,8,1,A,15584945
17,8,2,A,16191029
17,8,3,A,17257558
17,8,4,A,18815715
17,8,5,A,20241392
17,8,6,A,21148421
17,8,7,A,23697153
17,8,8,A,22987107
17,8,9,A,26017709
17,8,10,A,25077829
17,8,11,A,28111893
17,8,12,A,29982344
17,8,13,A,33009728
17,8,14,A,34059481
17,8,15,A,37263728
17,8,16,A,40003294
17,8,17,A,39177047
17,9,1,A,16486361
17,9,2,A,17029995
17,9,3,A,17873866
17,9,4,A,19246435
17,9,5,A,20882673
17,9,6,A,22872855
17,9,7,A,25362919
17,9,8,A,25318387
17,9,9,A,28332467
17,9,10,A,27059109
17,9,11,A,30055972
17,9,12,A,31911969
17,9,13,A,34956756
17,9,14,A,35967316
17,9,15,A,39233809
17,9,16,A,41964446
17,9,17,A,41003207
17,10,1,A,17292484
17,10,2,A,17810283
17,10,3,A,18435018
17,10,4,A,19635133
17,10,5,A,21155055
17,10,6,A,22792663
17,10,7,A,24626135
17,10,8,A,26712470
17,10,9,A,29687257
17,10,10,A,29770934
17,10,11,A,32759153
17,10,12,A,34550281
17,10,13,A,37485974
17,10,14,A,38514042
17,10,15,A,41826457
17,10,16,A,44449652
17,10,17,A,43490139
17,11,1,A,20024119
17,11,2,A,20537209
17,11,3,A,21163135
17,11,4,A,22363952
17,11,5,A,23873243
17,11,6,A,25518979
17,11,7,A,27398731
17,11,8,A,29465122
17,11,9,A,32439525
17,11,10,A,32370027
17,11,11,A,35357622
17,11,12,A,37188631
17,11,13,A,40116089
17,11,14,A,40928067
17,11,15,A,44409767
17,11,16,A,46954531
17,11,17,A,45933881
17,12,1,A,23869063
17,12,2,A,24396272
17,12,3,A,25077273
17,12,4,A,26315363
17,12,5,A,27891947
17,12,6,A,29591676
17,12,7,A,31560411
17,12,8,A,33697686
17,12,9,A,36631936
17,12,10,A,35413499
17,12,11,A,38364948
17,12,12,A,40092867
17,12,13,A,43012497
17,12,14,A,43530480
17,12,15,A,47268630
17,12,16,A,49775600
17,12,17,A,48444789
17,13,1,A,27106910
17,13,2,A,27619721
17,13,3,A,28300075
17,13,4,A,29536419
17,13,5,A,31090102
17,13,6,A,32794758
17,13,7,A,34678874
17,13,8,A,36829912
17,13,9,A,39747475
17,13,10,A,38448193
17,13,11,A,41347821
17,13,12,A,43062239
17,13,13,A,45962044
17,13,14,A,46410517
17,13,15,A,50233983
17,13,16,A,52640747
17,13,17,A,51397510
17,14,1,A,28294037
17,14,2,A,28770120
17,14,3,A,29351968
17,14,4,A,30516089
17,14,5,A,31915496
17,14,6,A,33535822
17,14,7,A,35143890
17,14,8,A,37141094
17,14,9,A,39876586
17,14,10,A,40899205
17,14,11,A,43700438
17,14,12,A,45326144
17,14,13,A,48292497
17,14,14,A,48753421
17,14,15,A,52457169
17,14,16,A,54849663
17,14,17,A,53570554
17,15,1,A,32245505
17,15,2,A,32747333
17,15,3,A,33423427
17,15,4,A,34645293
17,15,5,A,36204448
17,15,6,A,37855961
17,15,7,A,39693250
17,15,8,A,41885211
17,15,9,A,44765191
17,15,10,A,43346550
17,15,11,A,46252314
17,15,12,A,47869685
17,15,13,A,50827992
17,15,14,A,50985939
17,15,15,A,55103447
17,15,16,A,57392656
17,15,17,A,55866943
17,16,1,A,36201481
17,16,2,A,36702187
17,16,3,A,37374364
17,16,4,A,38579519
17,16,5,A,40153568
17,16,6,A,41799930
17,16,7,A,43609368
17,16,8,A,45703951
17,16,9,A,48609673
17,16,10,A,46945514
17,16,11,A,49834184
17,16,12,A,51290502
17,16,13,A,54264375
17,16,14,A,54126834
17,16,15,A,58418246
17,16,16,A,60477790
17,16,17,A,58927907
17,17,1,A,32998520
17,17,2,A,33443133
17,17,3,A,33947575
17,17,4,A,35011712
17,17,5,A,36246526
17,17,6,A,37716791
17,17,7,A,39064112
17,17,8,A,40720023
17,17,9,A,43132891
17,17,10,A,44168368
17,17,11,A,46657840
17,17,12,A,48183669
17,17,13,A,50870010
17,17,14,A,53704004
17,17,15,A,55040881
17,17,16,A,56697259
17,17,17,A,58522580
18,1,1,A,740602
18,1,2,A,1468267
18,1,3,A,3314856
18,1,4,A,4299149
18,1,5,A,6414981
18,1,6,A,10487534
18,1,7,A,12694137
18,1,8,A,15123939
18,1,9,A,19288157
18,1,10,A,24141872
18,1,11,A,24226526
18,1,12,A,29847706
18,1,13,A,33329748
18,1,14,A,34972363
18,1,15,A,38913687
18,1,16,A,44282606
18,1,17,A,47269086
18,1,18,A,53696586
18,2,1,A,1581647
18,2,2,A,2349937
18,2,3,A,4196616
18,2,4,A,5079435
18,2,5,A,7192349
18,2,6,A,11248270
18,2,7,A,13454955
18,2,8,A,15870559
18,2,9,A,20010322
18,2,10,A,24908755
18,2,11,A,24946675
18,2,12,A,30583223
18,2,13,A,34058482
18,2,14,A,35643381
18,2,15,A,39607415
18,2,16,A,44956153
18,2,17,A,47940606
18,2,18,A,54387602
18,3,1,A,2833119
18,3,2,A,3545415
18,3,3,A,5117354
18,3,4,A,6275326
18,3,5,A,8392082
18,3,6,A,12388274
18,3,7,A,14597479
18,3,8,A,16938952
18,3,9,A,21055436
18,3,10,A,26040551
18,3,11,A,25998840
18,3,12,A,31624008
18,3,13,A,35092440
18,3,14,A,36628804
18,3,15,A,40645810
18,3,16,A,45979881
18,3,17,A,48973957
18,3,18,A,55400928
18,4,1,A,4670160
18,4,2,A,5359226
18,4,3,A,6773205
18,4,4,A,8160372
18,4,5,A,10276877
18,4,6,A,14210129
18,4,7,A,16415539
18,4,8,A,18684504
18,4,9,A,22673305
18,4,10,A,27851105
18,4,11,A,27600376
18,4,12,A,33225170
18,4,13,A,36686107
18,4,14,A,38093717
18,4,15,A,42117935
18,4,16,A,47452191
18,4,17,A,50460268
18,4,18,A,56885394
18,5,1,A,6779812
18,5,2,A,7434520
18,5,3,A,8609513
18,5,4,A,10192715
18,5,5,A,12403963
18,5,6,A,15923990
18,5,7,A,18632616
18,5,8,A,21225369
18,5,9,A,25336699
18,5,10,A,29385589
18,5,11,A,30272084
18,5,12,A,35848931
18,5,13,A,39310262
18,5,14,A,40575526
18,5,15,A,44713580
18,5,16,A,50010376
18,5,17,A,53001507
18,5,18,A,59446450
18,6,1,A,7911213
18,6,2,A,8549430
18,6,3,A,9671409
18,6,4,A,11119148
18,6,5,A,13020501
18,6,6,A,16519656
18,6,7,A,18897612
18,6,8,A,22148724
18,6,9,A,26440926
18,6,10,A,29076273
18,6,11,A,31319579
18,6,12,A,36873618
18,6,13,A,40313587
18,6,14,A,41790934
18,6,15,A,45806863
18,6,16,A,51088371
18,6,17,A,54116444
18,6,18,A,60523934
18,7,1,A,12221394
18,7,2,A,12874445
18,7,3,A,14045174
18,7,4,A,15624296
18,7,5,A,17815391
18,7,6,A,21318641
18,7,7,A,24010754
18,7,8,A,26590147
18,7,9,A,30575858
18,7,10,A,34634931
18,7,11,A,35391978
18,7,12,A,40950133
18,7,13,A,44350970
18,7,14,A,45184787
18,7,15,A,49488858
18,7,16,A,54645984
18,7,17,A,57627550
18,7,18,A,64014076
18,8,1,A,15760512
18,8,2,A,16415390
18,8,3,A,17580179
18,8,4,A,19159241
18,8,5,A,21344720
18,8,6,A,24860410
18,8,7,A,27553993
18,8,8,A,30090619
18,8,9,A,34132873
18,8,10,A,38138972
18,8,11,A,38931418
18,8,12,A,44450010
18,8,13,A,47838447
18,8,14,A,48556489
18,8,15,A,52863715
18,8,16,A,57998346
18,8,17,A,60935846
18,8,18,A,67338948
18,9,1,A,17766259
18,9,2,A,18389280
18,9,3,A,19474106
18,9,4,A,20851004
18,9,5,A,22611080
18,9,6,A,25958446
18,9,7,A,28256787
18,9,8,A,31226785
18,9,9,A,35685266
18,9,10,A,37637516
18,9,11,A,40404311
18,9,12,A,45695974
18,9,13,A,49144406
18,9,14,A,51296737
18,9,15,A,55040026
18,9,16,A,60211662
18,9,17,A,63004813
18,9,18,A,69344208
18,10,1,A,22415586
18,10,2,A,23053206
18,10,3,A,24152328
18,10,4,A,25573277
18,10,5,A,27447089
18,10,6,A,30910484
18,10,7,A,33270767
18,10,8,A,36414188
18,10,9,A,40644673
18,10,10,A,43148670
18,10,11,A,45298896
18,10,12,A,50765820
18,10,13,A,54178491
18,10,14,A,55004917
18,10,15,A,59234751
18,10,16,A,64138237
18,10,17,A,66872200
18,10,18,A,73364947
18,11,1,A,22562985
18,11,2,A,23139923
18,11,3,A,24170269
18,11,4,A,25385789
18,11,5,A,27070889
18,11,6,A,30005118
18,11,7,A,32096889
18,11,8,A,34614381
18,11,9,A,38607988
18,11,10,A,40958326
18,11,11,A,42814425
18,11,12,A,47183146
18,11,13,A,50710791
18,11,14,A,55438235
18,11,15,A,56512368
18,11,16,A,61392758
18,11,17,A,65272191
18,11,18,A,69588323
18,12,1,A,27840135
18,12,2,A,28465607
18,12,3,A,29546270
18,12,4,A,30915554
18,12,5,A,32662009
18,12,6,A,35995278
18,12,7,A,38265022
18,12,8,A,41221942
18,12,9,A,45643882
18,12,10,A,47521528
18,12,11,A,50221486
18,12,12,A,55613907
18,12,13,A,58939897
18,12,14,A,60560956
18,12,15,A,64685593
18,12,16,A,69520998
18,12,17,A,72322095
18,12,18,A,78747837
18,13,1,A,28011327
18,13,2,A,28581502
18,13,3,A,29611187
18,13,4,A,30824526
18,13,5,A,32514723
18,13,6,A,35439853
18,13,7,A,37524339
18,13,8,A,39997434
18,13,9,A,43934089
18,13,10,A,46363836
18,13,11,A,48108855
18,13,12,A,52476386
18,13,13,A,56076914
18,13,14,A,60755103
18,13,15,A,61832824
18,13,16,A,66534682
18,13,17,A,70546435
18,13,18,A,74806432
18,14,1,A,30500620
18,14,2,A,31074225
18,14,3,A,32032674
18,14,4,A,33133889
18,14,5,A,34786251
18,14,6,A,37526770
18,14,7,A,39471065
18,14,8,A,41943909
18,14,9,A,45652903
18,14,10,A,47816438
18,14,11,A,49569605
18,14,12,A,53215556
18,14,13,A,56782723
18,14,14,A,60693923
18,14,15,A,61774100
18,14,16,A,66288842
18,14,17,A,69527304
18,14,18,A,73081292
18,15,1,A,33579850
18,15,2,A,34149987
18,15,3,A,35094970
18,15,4,A,36184776
18,15,5,A,37821079
18,15,6,A,40605905
18,15,7,A,42565188
18,15,8,A,45057799
18,15,9,A,48849513
18,15,10,A,50977635
18,15,11,A,52729559
18,15,12,A,56576195
18,15,13,A,60167338
18,15,14,A,64289636
18,15,15,A,65638523
18,15,16,A,69827009
18,15,17,A,73431652
18,15,18,A,77804791
18,16,1,A,41116503
18,16,2,A,41731405
18,16,3,A,42790009
18,16,4,A,44149654
18,16,5,A,45873841
18,16,6,A,49147924
18,16,7,A,51373498
18,16,8,A,54248130
18,16,9,A,58572216
18,16,10,A,60145056
18,16,11,A,62979736
18,16,12,A,67654565
18,16,13,A,71267058
18,16,14,A,72645405
18,16,15,A,76558799
18,16,16,A,81153709
18,16,17,A,83266127
18,16,18,A,88867029
18,17,1,A,42566054
18,17,2,A,43139178
18,17,3,A,44148491
18,17,4,A,45324731
18,17,5,A,46979951
18,17,6,A,49879548
18,17,7,A,51930378
18,17,8,A,54289888
18,17,9,A,58189007
18,17,10,A,60269875
18,17,11,A,62031323
18,17,12,A,66440597
18,17,13,A,69794326
18,17,14,A,74118536
18,17,15,A,74850805
18,17,16,A,79160748
18,17,17,A,83053664
18,17,18,A,87006573
18,18,1,A,43419291
18,18,2,A,43987448
18,18,3,A,44930938
18,18,4,A,45987306
18,18,5,A,47603021
18,18,6,A,50344934
18,18,7,A,52279236
18,18,8,A,54666768
18,18,9,A,58433211
18,18,10,A,60280905
18,18,11,A,62220694
18,18,12,A,65867499
18,18,13,A,69243233
18,18,14,A,73141306
18,18,15,A,73601119
18,18,16,A,77913912
18,18,17,A,80694683
18,18,18,A,85192257
19,1,1,A,759818
19,1,2,A,1434908
19,1,3,A,3115938
19,1,4,A,4608584
19,1,5,A,6938966
19,1,6,A,9260365
19,1,7,A,11997385
19,1,8,A,16066822
19,1,9,A,16323992
19,1,10,A,21051918
19,1,11,A,28569598
19,1,12,A,28861577
19,1,13,A,32667250
19,1,14,A,35463346
19,1,15,A,35782835
19,1,16,A,45604724
19,1,17,A,48662342
19,1,18,A,54301327
19,1,19,A,54343825
19,2,1,A,1695224
19,2,2,A,2381249
19,2,3,A,4062381
19,2,4,A,5502369
19,2,5,A,7805584
19,2,6,A,10102143
19,2,7,A,12817616
19,2,8,A,16855163
19,2,9,A,17108832
19,2,10,A,21850833
19,2,11,A,29341375
19,2,12,A,29614926
19,2,13,A,33410097
19,2,14,A,36201312
19,2,15,A,36498316
19,2,16,A,46336165
19,2,17,A,49370626
19,2,18,A,54995739
19,2,19,A,55048666
19,3,1,A,4728687
19,3,2,A,5418022
19,3,3,A,7055702
19,3,4,A,8503538
19,3,5,A,10560198
19,3,6,A,12736909
19,3,7,A,15232824
19,3,8,A,19027197
19,3,9,A,19296859
19,3,10,A,24142872
19,3,11,A,31513908
19,3,12,A,31661784
19,3,13,A,35456706
19,3,14,A,38240184
19,3,15,A,38443863
19,3,16,A,48395424
19,3,17,A,51319941
19,3,18,A,56959270
19,3,19,A,56884101
19,4,1,A,7373088
19,4,2,A,8081807
19,4,3,A,9762939
19,4,4,A,10775402
19,4,5,A,12733186
19,4,6,A,14923534
19,4,7,A,17292283
19,4,8,A,20956507
19,4,9,A,21219438
19,4,10,A,26114253
19,4,11,A,33410768
19,4,12,A,33591660
19,4,13,A,37373235
19,4,14,A,40164564
19,4,15,A,40272665
19,4,16,A,50281987
19,4,17,A,53115872
19,4,18,A,58729213
19,4,19,A,58576289
19,5,1,A,10516836
19,5,2,A,11164353
19,5,3,A,12676643
19,5,4,A,14410377
19,5,5,A,16391093
19,5,6,A,18341606
19,5,7,A,20489451
19,5,8,A,23923838
19,5,9,A,24183879
19,5,10,A,29182231
19,5,11,A,36358824
19,5,12,A,36337447
19,5,13,A,40095868
19,5,14,A,42898819
19,5,15,A,42871569
19,5,16,A,52988952
19,5,17,A,55692590
19,5,18,A,61279981
19,5,19,A,61012695
19,6,1,A,13540250
19,6,2,A,14212245
19,6,3,A,15785528
19,6,4,A,17433012
19,6,5,A,19196549
19,6,6,A,21141795
19,6,7,A,23015444
19,6,8,A,26088321
19,6,9,A,26345103
19,6,10,A,31537025
19,6,11,A,38489432
19,6,12,A,38339988
19,6,13,A,42073793
19,6,14,A,44863299
19,6,15,A,44790521
19,6,16,A,54937929
19,6,17,A,57574336
19,6,18,A,63154162
19,6,19,A,62897715
19,7,1,A,15966590
19,7,2,A,16588696
19,7,3,A,18030593
19,7,4,A,19855978
19,7,5,A,21951562
19,7,6,A,23802300
19,7,7,A,25566656
19,7,8,A,28744950
19,7,9,A,29005046
19,7,10,A,34099520
19,7,11,A,41163534
19,7,12,A,40979208
19,7,13,A,44681813
19,7,14,A,47493124
19,7,15,A,47278576
19,7,16,A,57635907
19,7,17,A,59976000
19,7,18,A,65621440
19,7,19,A,65115738
19,8,1,A,19239198
19,8,2,A,19868237
19,8,3,A,21177999
19,8,4,A,22982895
19,8,5,A,25454728
19,8,6,A,27772523
19,8,7,A,29917500
19,8,8,A,32388298
19,8,9,A,32619654
19,8,10,A,38172550
19,8,11,A,44700199
19,8,12,A,44319320
19,8,13,A,47947543
19,8,14,A,50773871
19,8,15,A,50301623
19,8,16,A,60780300
19,8,17,A,62950528
19,8,18,A,68452999
19,8,19,A,67916917
19,9,1,A,21046135
19,9,2,A,21660453
19,9,3,A,22830323
19,9,4,A,24641893
19,9,5,A,26935838
19,9,6,A,29404330
19,9,7,A,32317009
19,9,8,A,35582015
19,9,9,A,35804685
19,9,10,A,41248180
19,9,11,A,47918138
19,9,12,A,47316157
19,9,13,A,50927528
19,9,14,A,53749845
19,9,15,A,52993080
19,9,16,A,63802677
19,9,17,A,65621929
19,9,18,A,71144347
19,9,19,A,70518057
19,10,1,A,26796958
19,10,2,A,27421167
19,10,3,A,28656062
19,10,4,A,30442629
19,10,5,A,32855821
19,10,6,A,35277970
19,10,7,A,38019382
19,10,8,A,40109810
19,10,9,A,40323042
19,10,10,A,45983340
19,10,11,A,52358328
19,10,12,A,51766548
19,10,13,A,55259353
19,10,14,A,58080919
19,10,15,A,57428585
19,10,16,A,67990579
19,10,17,A,69796286
19,10,18,A,75445754
19,10,19,A,74365663
19,11,1,A,28658718
19,11,2,A,29213489
19,11,3,A,30244193
19,11,4,A,31963071
19,11,5,A,33935376
19,11,6,A,36286761
19,11,7,A,39097846
19,11,8,A,42945765
19,11,9,A,43619313
19,11,10,A,47981862
19,11,11,A,54533860
19,11,12,A,56018179
19,11,13,A,59284906
19,11,14,A,62325219
19,11,15,A,61752909
19,11,16,A,71814013
19,11,17,A,73701352
19,11,18,A,79031815
19,11,19,A,78376291
19,12,1,A,30583567
19,12,2,A,31175261
19,12,3,A,32271859
19,12,4,A,34064117
19,12,5,A,36235036
19,12,6,A,38668492
19,12,7,A,41668673
19,12,8,A,45599180
19,12,9,A,45758237
19,12,10,A,50545162
19,12,11,A,57696539
19,12,12,A,56982771
19,12,13,A,60255742
19,12,14,A,63273498
19,12,15,A,62401355
19,12,16,A,72868802
19,12,17,A,74645393
19,12,18,A,79830248
19,12,19,A,78859130
19,13,1,A,35234611
19,13,2,A,35832912
19,13,3,A,36924838
19,13,4,A,38719788
19,13,5,A,40900039
19,13,6,A,43330492
19,13,7,A,46323333
19,13,8,A,49924157
19,13,9,A,50090850
19,13,10,A,55225803
19,13,11,A,62005316
19,13,12,A,61004989
19,13,13,A,64416854
19,13,14,A,67372569
19,13,15,A,66230163
19,13,16,A,77164085
19,13,17,A,78311069
19,13,18,A,83743250
19,13,19,A,82331627
19,14,1,A,39665478
19,14,2,A,40263817
19,14,3,A,41355978
19,14,4,A,43129113
19,14,5,A,45322677
19,14,6,A,47737022
19,14,7,A,50694172
19,14,8,A,53983880
19,14,9,A,54175206
19,14,10,A,59511967
19,14,11,A,65957464
19,14,12,A,65053492
19,14,13,A,68263040
19,14,14,A,71331286
19,14,15,A,69760670
19,14,16,A,80606818
19,14,17,A,81884828
19,14,18,A,87178365
19,14,19,A,85788941
19,15,1,A,43603339
19,15,2,A,44183253
19,15,3,A,45214879
19,15,4,A,46979859
19,15,5,A,49008958
19,15,6,A,51386169
19,15,7,A,54203801
19,15,8,A,58348010
19,15,9,A,58549644
19,15,10,A,62952917
19,15,11,A,69880119
19,15,12,A,69656442
19,15,13,A,72586202
19,15,14,A,75596878
19,15,15,A,74508960
19,15,16,A,84486163
19,15,17,A,84658508
19,15,18,A,91534018
19,15,19,A,87975809
19,16,1,A,47505674
19,16,2,A,48075283
19,16,3,A,49114249
19,16,4,A,50866144
19,16,5,A,52889971
19,16,6,A,55232935
19,16,7,A,58084411
19,16,8,A,62159430
19,16,9,A,62401394
19,16,10,A,66820965
19,16,11,A,73779689
19,16,12,A,73835383
19,16,13,A,76573753
19,16,14,A,79684576
19,16,15,A,78081292
19,16,16,A,88298610
19,16,17,A,90547161
19,16,18,A,94229109
19,16,19,A,92851214
19,17,1,A,50155231
19,17,2,A,50692353
19,17,3,A,51688365
19,17,4,A,53341550
19,17,5,A,55196566
19,17,6,A,57451379
19,17,7,A,60100610
19,17,8,A,63089098
19,17,9,A,64196767
19,17,10,A,67947895
19,17,11,A,73704971
19,17,12,A,75473871
19,17,13,A,78890291
19,17,14,A,81690938
19,17,15,A,82259615
19,17,16,A,89880609
19,17,17,A,93109707
19,17,18,A,98994199
19,17,19,A,98057972
19,18,1,A,53423724
19,18,2,A,54013094
19,18,3,A,55029861
19,18,4,A,56772487
19,18,5,A,58803199
19,18,6,A,61166974
19,18,7,A,63976145
19,18,8,A,68153798
19,18,9,A,68353584
19,18,10,A,72890868
19,18,11,A,79767343
19,18,12,A,78753575
19,18,13,A,81493026
19,18,14,A,84918931
19,18,15,A,82896758
19,18,16,A,93596620
19,18,17,A,94865211
19,18,18,A,98605492
19,18,19,A,97448378
19,19,1,A,60147956
19,19,2,A,60750031
19,19,3,A,61837104
19,19,4,A,63578663
19,19,5,A,65724752
19,19,6,A,68080002
19,19,7,A,70952086
19,19,8,A,74243706
19,19,9,A,73822312
19,19,10,A,79180965
19,19,11,A,85374290
19,19,12,A,84722536
19,19,13,A,87045372
19,19,14,A,88298016
19,19,15,A,86200458
19,19,16,A,97859976
19,19,17,A,96565479
19,19,18,A,102856817
19,19,19,A,101602795
20,1,1,A,968291
20,1,2,A,2298071
20,1,3,A,4655368
20,1,4,A,7157008
20,1,5,A,9566827
20,1,6,A,14869988
20,1,7,A,17110470
20,1,8,A,20223549
20,1,9,A,27621384
20,1,10,A,31259338
20,1,11,A,33744601
20,1,12,A,40027208
20,1,13,A,46960115
20,1,14,A,50360314
20,1,15,A,50756406
20,1,16,A,55878677
20,1,17,A,64323315
20,1,18,A,61785737
20,1,19,A,65283284
20,1,20,A,75461538
20,2,1,A,1703968
20,2,2,A,3028395
20,2,3,A,5422520
20,2,4,A,7904763
20,2,5,A,10302356
20,2,6,A,15654081
20,2,7,A,17795595
20,2,8,A,20910761
20,2,9,A,28304917
20,2,10,A,31910292
20,2,11,A,34399343
20,2,12,A,40679751
20,2,13,A,47606161
20,2,14,A,51005418
20,2,15,A,51389430
20,2,16,A,56506339
20,2,17,A,64969239
20,2,18,A,62411733
20,2,19,A,65903687
20,2,20,A,76084660
20,3,1,A,3627683
20,3,2,A,4906976
20,3,3,A,7322615
20,3,4,A,9768577
20,3,5,A,12128070
20,3,6,A,17375314
20,3,7,A,19561640
20,3,8,A,22674274
20,3,9,A,30075502
20,3,10,A,33605656
20,3,11,A,36038332
20,3,12,A,42377272
20,3,13,A,49341450
20,3,14,A,52702619
20,3,15,A,52895813
20,3,16,A,58006377
20,3,17,A,66606196
20,3,18,A,63852188
20,3,19,A,67352422
20,3,20,A,77524419
20,4,1,A,6118858
20,4,2,A,7339445
20,4,3,A,9750155
20,4,4,A,12260296
20,4,5,A,14754009
20,4,6,A,18641044
20,4,7,A,22223870
20,4,8,A,25340678
20,4,9,A,32735796
20,4,10,A,36026937
20,4,11,A,38364865
20,4,12,A,44795334
20,4,13,A,51878044
20,4,14,A,55091625
20,4,15,A,54970500
20,4,16,A,60074297
20,4,17,A,68893789
20,4,18,A,65791455
20,4,19,A,69280496
20,4,20,A,79428129
20,5,1,A,8524734
20,5,2,A,9767014
20,5,3,A,12221725
20,5,4,A,14764141
20,5,5,A,17171501
20,5,6,A,21362877
20,5,7,A,24524251
20,5,8,A,27639713
20,5,9,A,35001251
20,5,10,A,38141579
20,5,11,A,40425052
20,5,12,A,46894899
20,5,13,A,54021621
20,5,14,A,57180893
20,5,15,A,56723617
20,5,16,A,61825660
20,5,17,A,70876411
20,5,18,A,67523346
20,5,19,A,70974089
20,5,20,A,81118710
20,6,1,A,12161918
20,6,2,A,13395980
20,6,3,A,15844180
20,6,4,A,18377722
20,6,5,A,20789194
20,6,6,A,24970021
20,6,7,A,27772934
20,6,8,A,30887708
20,6,9,A,38236111
20,6,10,A,41084732
20,6,11,A,43126785
20,6,12,A,49828375
20,6,13,A,57026084
20,6,14,A,60031679
20,6,15,A,59279416
20,6,16,A,64358432
20,6,17,A,73413465
20,6,18,A,69798779
20,6,19,A,73292070
20,6,20,A,83359584
20,7,1,A,15238737
20,7,2,A,16473462
20,7,3,A,18920606
20,7,4,A,21456360
20,7,5,A,23870562
20,7,6,A,28054485
20,7,7,A,30705609
20,7,8,A,33804111
20,7,9,A,41164014
20,7,10,A,43866639
20,7,11,A,45903915
20,7,12,A,52605381
20,7,13,A,59920331
20,7,14,A,62841392
20,7,15,A,61950270
20,7,16,A,67052580
20,7,17,A,76259725
20,7,18,A,72438897
20,7,19,A,75895508
20,7,20,A,86015763
